cust_no	gen_cd	age	mclf_nm	sale_qty	t_5to8	t_8to11	t_11to14	t_14to17	t_17to20	t_20to22	t_22to5
9990018238296	F	40	음료	13.0	0.0	6.0	11.0	44.0	23.0	3.0	0.0
9990018238296	F	40	티 베리에이션	7.0	0.0	6.0	11.0	44.0	23.0	3.0	0.0
1000000119364	M	20	에스프레소 베리에이션	71.0	0.0	1.0	35.0	27.0	12.0	0.0	0.0
1000000119364	M	20	음료	3.0	0.0	1.0	35.0	27.0	12.0	0.0	0.0
1000000119364	M	20	티 베리에이션	1.0	0.0	1.0	35.0	27.0	12.0	0.0	0.0
9990005917895	M	30	에스프레소 베리에이션	92.0	0.0	24.0	39.0	27.0	15.0	5.0	0.0
9990005917895	M	30	음료	12.0	0.0	24.0	39.0	27.0	15.0	5.0	0.0
9990005917895	M	30	티 베리에이션	6.0	0.0	24.0	39.0	27.0	15.0	5.0	0.0
1000001604127	M	40	에스프레소 베리에이션	58.0	0.0	10.0	14.0	69.0	11.0	0.0	0.0
1000001604127	M	40	음료	30.0	0.0	10.0	14.0	69.0	11.0	0.0	0.0
1000001604127	M	40	티 베리에이션	16.0	0.0	10.0	14.0	69.0	11.0	0.0	0.0
9990005468409	F	40	에스프레소 베리에이션	26.0	0.0	3.0	5.0	10.0	6.0	5.0	2.0
9990005468409	F	40	음료	5.0	0.0	3.0	5.0	10.0	6.0	5.0	2.0
1000000081246	F	40	에스프레소 베리에이션	46.0	0.0	18.0	10.0	19.0	4.0	0.0	0.0
1000000081246	F	40	음료	2.0	0.0	18.0	10.0	19.0	4.0	0.0	0.0
1000000081246	F	40	티 베리에이션	3.0	0.0	18.0	10.0	19.0	4.0	0.0	0.0
1000000161284	F	20	에스프레소 베리에이션	34.0	0.0	0.0	4.0	13.0	12.0	10.0	2.0
1000000161284	F	20	음료	5.0	0.0	0.0	4.0	13.0	12.0	10.0	2.0
1000000161284	F	20	티 베리에이션	2.0	0.0	0.0	4.0	13.0	12.0	10.0	2.0
9990006251039	F	40	에스프레소 베리에이션	11.0	0.0	0.0	10.0	6.0	0.0	2.0	0.0
9990006251039	F	40	음료	3.0	0.0	0.0	10.0	6.0	0.0	2.0	0.0
9990006251039	F	40	티 베리에이션	4.0	0.0	0.0	10.0	6.0	0.0	2.0	0.0
1000000742136	F	40	에스프레소 베리에이션	85.0	0.0	6.0	57.0	25.0	7.0	6.0	0.0
1000000742136	F	40	음료	2.0	0.0	6.0	57.0	25.0	7.0	6.0	0.0
1000000742136	F	40	티 베리에이션	14.0	0.0	6.0	57.0	25.0	7.0	6.0	0.0
9990000155321	F	20	에스프레소 베리에이션	69.0	0.0	6.0	21.0	29.0	11.0	9.0	0.0
9990000155321	F	20	음료	5.0	0.0	6.0	21.0	29.0	11.0	9.0	0.0
9990000155321	F	20	티 베리에이션	2.0	0.0	6.0	21.0	29.0	11.0	9.0	0.0
1000000204592	M	40	에스프레소 베리에이션	32.0	2.0	14.0	20.0	6.0	0.0	0.0	0.0
1000000204592	M	40	음료	8.0	2.0	14.0	20.0	6.0	0.0	0.0	0.0
1000000204592	M	40	티 베리에이션	2.0	2.0	14.0	20.0	6.0	0.0	0.0	0.0
1000002125589	M	50	에스프레소 베리에이션	36.0	0.0	7.0	14.0	10.0	11.0	4.0	0.0
1000002125589	M	50	음료	10.0	0.0	7.0	14.0	10.0	11.0	4.0	0.0
9990013591781	F	40	에스프레소 베리에이션	169.0	3.0	41.0	56.0	28.0	25.0	26.0	0.0
9990013591781	F	40	음료	7.0	3.0	41.0	56.0	28.0	25.0	26.0	0.0
9990013591781	F	40	티 베리에이션	3.0	3.0	41.0	56.0	28.0	25.0	26.0	0.0
1000000088186	F	40	에스프레소 베리에이션	29.0	0.0	8.0	12.0	3.0	8.0	3.0	0.0
1000000088186	F	40	음료	2.0	0.0	8.0	12.0	3.0	8.0	3.0	0.0
1000000088186	F	40	티 베리에이션	3.0	0.0	8.0	12.0	3.0	8.0	3.0	0.0
1000000561264	F	60	에스프레소 베리에이션	261.0	0.0	142.0	33.0	69.0	69.0	23.0	12.0
1000000561264	F	60	음료	12.0	0.0	142.0	33.0	69.0	69.0	23.0	12.0
1000000561264	F	60	티 베리에이션	75.0	0.0	142.0	33.0	69.0	69.0	23.0	12.0
9990019098192	F	20	에스프레소 베리에이션	61.0	0.0	12.0	26.0	44.0	14.0	4.0	0.0
9990019098192	F	20	음료	26.0	0.0	12.0	26.0	44.0	14.0	4.0	0.0
9990019098192	F	20	티 베리에이션	13.0	0.0	12.0	26.0	44.0	14.0	4.0	0.0
1000000070413	M	50	에스프레소 베리에이션	322.0	14.0	26.0	420.0	10.0	9.0	0.0	0.0
1000000070413	M	50	음료	41.0	14.0	26.0	420.0	10.0	9.0	0.0	0.0
1000000070413	M	50	티 베리에이션	116.0	14.0	26.0	420.0	10.0	9.0	0.0	0.0
9990007425720	F	20	에스프레소 베리에이션	33.0	0.0	0.0	8.0	19.0	10.0	8.0	0.0
9990007425720	F	20	음료	10.0	0.0	0.0	8.0	19.0	10.0	8.0	0.0
9990007425720	F	20	티 베리에이션	2.0	0.0	0.0	8.0	19.0	10.0	8.0	0.0
1000000320415	M	30	에스프레소 베리에이션	169.0	0.0	32.0	147.0	45.0	7.0	2.0	0.0
1000000320415	M	30	음료	27.0	0.0	32.0	147.0	45.0	7.0	2.0	0.0
1000000320415	M	30	티 베리에이션	37.0	0.0	32.0	147.0	45.0	7.0	2.0	0.0
1000000702299	M	30	에스프레소 베리에이션	13.0	0.0	9.0	17.0	13.0	3.0	0.0	0.0
1000000702299	M	30	음료	20.0	0.0	9.0	17.0	13.0	3.0	0.0	0.0
1000000702299	M	30	티 베리에이션	9.0	0.0	9.0	17.0	13.0	3.0	0.0	0.0
9990001349717	M	40	에스프레소 베리에이션	34.0	0.0	0.0	2.0	10.0	22.0	2.0	0.0
9990001349717	M	40	음료	2.0	0.0	0.0	2.0	10.0	22.0	2.0	0.0
9990026404813	F	20	에스프레소 베리에이션	55.0	0.0	0.0	3.0	31.0	16.0	10.0	2.0
9990026404813	F	20	음료	6.0	0.0	0.0	3.0	31.0	16.0	10.0	2.0
9990026404813	F	20	티 베리에이션	1.0	0.0	0.0	3.0	31.0	16.0	10.0	2.0
1000000076205	F	40	에스프레소 베리에이션	180.0	0.0	9.0	41.0	118.0	14.0	0.0	0.0
1000000076205	F	40	티 베리에이션	2.0	0.0	9.0	41.0	118.0	14.0	0.0	0.0
9990001341357	M	30	에스프레소 베리에이션	24.0	0.0	1.0	25.0	3.0	2.0	0.0	0.0
9990001341357	M	30	음료	4.0	0.0	1.0	25.0	3.0	2.0	0.0	0.0
9990001341357	M	30	티 베리에이션	3.0	0.0	1.0	25.0	3.0	2.0	0.0	0.0
9990009280862	M	20	에스프레소 베리에이션	39.0	0.0	2.0	26.0	13.0	7.0	3.0	0.0
9990009280862	M	20	음료	12.0	0.0	2.0	26.0	13.0	7.0	3.0	0.0
9990012572410	F	20	에스프레소 베리에이션	36.0	0.0	0.0	13.0	25.0	1.0	0.0	0.0
9990012572410	F	20	음료	2.0	0.0	0.0	13.0	25.0	1.0	0.0	0.0
9990012572410	F	20	티 베리에이션	1.0	0.0	0.0	13.0	25.0	1.0	0.0	0.0
1000000288356	F	40	에스프레소 베리에이션	45.0	0.0	4.0	22.0	37.0	2.0	0.0	0.0
1000000288356	F	40	음료	17.0	0.0	4.0	22.0	37.0	2.0	0.0	0.0
1000000288356	F	40	티 베리에이션	3.0	0.0	4.0	22.0	37.0	2.0	0.0	0.0
9990008674662	F	30	에스프레소 베리에이션	42.0	0.0	5.0	20.0	19.0	25.0	0.0	0.0
9990008674662	F	30	음료	12.0	0.0	5.0	20.0	19.0	25.0	0.0	0.0
9990008674662	F	30	티 베리에이션	15.0	0.0	5.0	20.0	19.0	25.0	0.0	0.0
1000000494193	F	20	에스프레소 베리에이션	74.0	0.0	4.0	9.0	27.0	35.0	12.0	5.0
1000000494193	F	20	음료	12.0	0.0	4.0	9.0	27.0	35.0	12.0	5.0
1000000494193	F	20	티 베리에이션	6.0	0.0	4.0	9.0	27.0	35.0	12.0	5.0
9990000167913	F	40	에스프레소 베리에이션	85.0	0.0	0.0	91.0	16.0	2.0	2.0	0.0
9990000167913	F	40	음료	16.0	0.0	0.0	91.0	16.0	2.0	2.0	0.0
9990000167913	F	40	티 베리에이션	10.0	0.0	0.0	91.0	16.0	2.0	2.0	0.0
9990015025818	M	50	에스프레소 베리에이션	84.0	0.0	43.0	25.0	26.0	23.0	6.0	0.0
9990015025818	M	50	음료	36.0	0.0	43.0	25.0	26.0	23.0	6.0	0.0
9990015025818	M	50	티 베리에이션	3.0	0.0	43.0	25.0	26.0	23.0	6.0	0.0
1000000210427	F	30	에스프레소 베리에이션	21.0	0.0	6.0	8.0	9.0	6.0	0.0	0.0
1000000210427	F	30	음료	6.0	0.0	6.0	8.0	9.0	6.0	0.0	0.0
1000000210427	F	30	티 베리에이션	2.0	0.0	6.0	8.0	9.0	6.0	0.0	0.0
9990001332675	F	30	에스프레소 베리에이션	88.0	7.0	38.0	21.0	31.0	26.0	21.0	0.0
9990001332675	F	30	음료	44.0	7.0	38.0	21.0	31.0	26.0	21.0	0.0
9990001332675	F	30	티 베리에이션	12.0	7.0	38.0	21.0	31.0	26.0	21.0	0.0
9990001152575	F	20	에스프레소 베리에이션	23.0	0.0	18.0	17.0	9.0	0.0	0.0	0.0
9990001152575	F	20	음료	6.0	0.0	18.0	17.0	9.0	0.0	0.0	0.0
9990001152575	F	20	티 베리에이션	15.0	0.0	18.0	17.0	9.0	0.0	0.0	0.0
1000000866370	F	40	에스프레소 베리에이션	28.0	0.0	2.0	10.0	14.0	8.0	0.0	0.0
1000000866370	F	40	음료	6.0	0.0	2.0	10.0	14.0	8.0	0.0	0.0
9990005024856	M	30	에스프레소 베리에이션	115.0	0.0	0.0	9.0	25.0	82.0	18.0	0.0
9990005024856	M	30	음료	12.0	0.0	0.0	9.0	25.0	82.0	18.0	0.0
9990005024856	M	30	티 베리에이션	7.0	0.0	0.0	9.0	25.0	82.0	18.0	0.0
9990000158766	M	40	에스프레소 베리에이션	103.0	4.0	39.0	45.0	29.0	4.0	9.0	0.0
9990000158766	M	40	음료	21.0	4.0	39.0	45.0	29.0	4.0	9.0	0.0
9990000158766	M	40	티 베리에이션	6.0	4.0	39.0	45.0	29.0	4.0	9.0	0.0
9990022460844	F	20	에스프레소 베리에이션	108.0	0.0	0.0	164.0	0.0	0.0	4.0	0.0
9990022460844	F	20	음료	26.0	0.0	0.0	164.0	0.0	0.0	4.0	0.0
9990022460844	F	20	티 베리에이션	34.0	0.0	0.0	164.0	0.0	0.0	4.0	0.0
9990003579199	F	30	에스프레소 베리에이션	17.0	0.0	10.0	10.0	3.0	0.0	0.0	0.0
9990003579199	F	30	음료	5.0	0.0	10.0	10.0	3.0	0.0	0.0	0.0
9990003579199	F	30	티 베리에이션	1.0	0.0	10.0	10.0	3.0	0.0	0.0	0.0
9990004165019	F	30	에스프레소 베리에이션	17.0	0.0	0.0	13.0	6.0	0.0	2.0	0.0
9990004165019	F	30	음료	3.0	0.0	0.0	13.0	6.0	0.0	2.0	0.0
9990004165019	F	30	티 베리에이션	1.0	0.0	0.0	13.0	6.0	0.0	2.0	0.0
9990003310612	F	40	에스프레소 베리에이션	44.0	0.0	15.0	12.0	14.0	16.0	6.0	0.0
9990003310612	F	40	음료	4.0	0.0	15.0	12.0	14.0	16.0	6.0	0.0
9990003310612	F	40	티 베리에이션	15.0	0.0	15.0	12.0	14.0	16.0	6.0	0.0
1000000210768	F	50	에스프레소 베리에이션	23.0	0.0	2.0	23.0	11.0	6.0	7.0	0.0
1000000210768	F	50	음료	13.0	0.0	2.0	23.0	11.0	6.0	7.0	0.0
1000000210768	F	50	티 베리에이션	13.0	0.0	2.0	23.0	11.0	6.0	7.0	0.0
1000000322668	F	40	에스프레소 베리에이션	45.0	0.0	7.0	12.0	20.0	4.0	2.0	0.0
9990002189338	F	30	에스프레소 베리에이션	44.0	0.0	15.0	15.0	12.0	4.0	8.0	0.0
9990002189338	F	30	음료	6.0	0.0	15.0	15.0	12.0	4.0	8.0	0.0
9990002189338	F	30	티 베리에이션	4.0	0.0	15.0	15.0	12.0	4.0	8.0	0.0
1000000057838	M	40	음료	60.0	0.0	0.0	1.0	43.0	16.0	0.0	0.0
1000000245572	F	40	에스프레소 베리에이션	12.0	0.0	0.0	20.0	10.0	0.0	0.0	0.0
1000000245572	F	40	음료	18.0	0.0	0.0	20.0	10.0	0.0	0.0	0.0
9990013847725	M	40	에스프레소 베리에이션	21.0	0.0	2.0	13.0	6.0	0.0	8.0	0.0
9990013847725	M	40	음료	8.0	0.0	2.0	13.0	6.0	0.0	8.0	0.0
9990000529872	F	40	에스프레소 베리에이션	184.0	0.0	134.0	138.0	241.0	165.0	34.0	0.0
9990000529872	F	40	음료	416.0	0.0	134.0	138.0	241.0	165.0	34.0	0.0
9990000529872	F	40	티 베리에이션	112.0	0.0	134.0	138.0	241.0	165.0	34.0	0.0
1000000686676	F	20	에스프레소 베리에이션	69.0	0.0	40.0	25.0	6.0	1.0	0.0	0.0
1000000686676	F	20	음료	2.0	0.0	40.0	25.0	6.0	1.0	0.0	0.0
1000000686676	F	20	티 베리에이션	1.0	0.0	40.0	25.0	6.0	1.0	0.0	0.0
9990020284114	F	20	에스프레소 베리에이션	160.0	2.0	86.0	73.0	24.0	2.0	0.0	0.0
9990020284114	F	20	음료	14.0	2.0	86.0	73.0	24.0	2.0	0.0	0.0
9990020284114	F	20	티 베리에이션	13.0	2.0	86.0	73.0	24.0	2.0	0.0	0.0
9990002874999	F	40	에스프레소 베리에이션	16.0	0.0	3.0	6.0	5.0	4.0	0.0	0.0
9990002874999	F	40	음료	2.0	0.0	3.0	6.0	5.0	4.0	0.0	0.0
9990006882392	M	30	에스프레소 베리에이션	74.0	0.0	5.0	29.0	23.0	10.0	14.0	2.0
9990006882392	M	30	음료	3.0	0.0	5.0	29.0	23.0	10.0	14.0	2.0
9990006882392	M	30	티 베리에이션	6.0	0.0	5.0	29.0	23.0	10.0	14.0	2.0
1000001341957	M	20	에스프레소 베리에이션	79.0	0.0	24.0	55.0	15.0	13.0	4.0	0.0
1000001341957	M	20	음료	21.0	0.0	24.0	55.0	15.0	13.0	4.0	0.0
1000001341957	M	20	티 베리에이션	11.0	0.0	24.0	55.0	15.0	13.0	4.0	0.0
9990000800972	F	30	에스프레소 베리에이션	113.0	0.0	16.0	103.0	1.0	0.0	0.0	0.0
9990000800972	F	30	음료	5.0	0.0	16.0	103.0	1.0	0.0	0.0	0.0
9990000800972	F	30	티 베리에이션	2.0	0.0	16.0	103.0	1.0	0.0	0.0	0.0
9990018493002	F	30	에스프레소 베리에이션	43.0	0.0	13.0	34.0	18.0	0.0	0.0	0.0
9990018493002	F	30	음료	8.0	0.0	13.0	34.0	18.0	0.0	0.0	0.0
9990018493002	F	30	티 베리에이션	14.0	0.0	13.0	34.0	18.0	0.0	0.0	0.0
1000000273675	F	20	에스프레소 베리에이션	29.0	6.0	8.0	17.0	18.0	3.0	0.0	0.0
1000000273675	F	20	음료	2.0	6.0	8.0	17.0	18.0	3.0	0.0	0.0
1000000273675	F	20	티 베리에이션	21.0	6.0	8.0	17.0	18.0	3.0	0.0	0.0
1000000630581	M	20	에스프레소 베리에이션	92.0	0.0	4.0	16.0	24.0	104.0	8.0	0.0
1000000630581	M	20	음료	54.0	0.0	4.0	16.0	24.0	104.0	8.0	0.0
1000000630581	M	20	티 베리에이션	10.0	0.0	4.0	16.0	24.0	104.0	8.0	0.0
9990025027814	F	20	에스프레소 베리에이션	13.0	0.0	0.0	0.0	7.0	11.0	2.0	0.0
9990025027814	F	20	음료	4.0	0.0	0.0	0.0	7.0	11.0	2.0	0.0
9990025027814	F	20	티 베리에이션	3.0	0.0	0.0	0.0	7.0	11.0	2.0	0.0
9990023360365	M	30	에스프레소 베리에이션	38.0	0.0	14.0	9.0	16.0	4.0	3.0	0.0
9990023360365	M	30	음료	2.0	0.0	14.0	9.0	16.0	4.0	3.0	0.0
9990023360365	M	30	티 베리에이션	6.0	0.0	14.0	9.0	16.0	4.0	3.0	0.0
1000000076749	M	30	에스프레소 베리에이션	37.0	0.0	1.0	7.0	8.0	14.0	19.0	0.0
1000000076749	M	30	음료	10.0	0.0	1.0	7.0	8.0	14.0	19.0	0.0
1000000076749	M	30	티 베리에이션	2.0	0.0	1.0	7.0	8.0	14.0	19.0	0.0
1000000912329	M	20	에스프레소 베리에이션	35.0	0.0	0.0	1.0	22.0	20.0	4.0	0.0
1000000912329	M	20	음료	7.0	0.0	0.0	1.0	22.0	20.0	4.0	0.0
1000000912329	M	20	티 베리에이션	5.0	0.0	0.0	1.0	22.0	20.0	4.0	0.0
1000000410322	F	40	에스프레소 베리에이션	41.0	0.0	28.0	11.0	4.0	0.0	0.0	0.0
1000000410322	F	40	음료	2.0	0.0	28.0	11.0	4.0	0.0	0.0	0.0
9990008719503	F	30	에스프레소 베리에이션	29.0	0.0	21.0	11.0	1.0	0.0	0.0	0.0
9990008719503	F	30	티 베리에이션	4.0	0.0	21.0	11.0	1.0	0.0	0.0	0.0
9990000646175	F	30	에스프레소 베리에이션	90.0	8.0	52.0	31.0	32.0	4.0	16.0	0.0
9990000646175	F	30	음료	21.0	8.0	52.0	31.0	32.0	4.0	16.0	0.0
9990000646175	F	30	티 베리에이션	32.0	8.0	52.0	31.0	32.0	4.0	16.0	0.0
9990000136918	F	30	에스프레소 베리에이션	27.0	0.0	3.0	7.0	19.0	9.0	2.0	0.0
9990000136918	F	30	음료	7.0	0.0	3.0	7.0	19.0	9.0	2.0	0.0
9990000136918	F	30	티 베리에이션	6.0	0.0	3.0	7.0	19.0	9.0	2.0	0.0
9990000025041	F	40	에스프레소 베리에이션	112.0	2.0	105.0	6.0	24.0	0.0	1.0	0.0
9990000025041	F	40	음료	21.0	2.0	105.0	6.0	24.0	0.0	1.0	0.0
9990000025041	F	40	티 베리에이션	5.0	2.0	105.0	6.0	24.0	0.0	1.0	0.0
1000000910084	F	40	에스프레소 베리에이션	38.0	0.0	7.0	26.0	6.0	2.0	2.0	0.0
1000000910084	F	40	음료	5.0	0.0	7.0	26.0	6.0	2.0	2.0	0.0
1000000642065	F	40	에스프레소 베리에이션	64.0	0.0	19.0	42.0	0.0	3.0	0.0	0.0
1000000020701	M	30	에스프레소 베리에이션	505.0	0.0	13.0	327.0	230.0	45.0	21.0	0.0
1000000020701	M	30	음료	124.0	0.0	13.0	327.0	230.0	45.0	21.0	0.0
1000000020701	M	30	티 베리에이션	7.0	0.0	13.0	327.0	230.0	45.0	21.0	0.0
9990004642808	F	30	에스프레소 베리에이션	19.0	0.0	3.0	26.0	2.0	8.0	5.0	0.0
9990004642808	F	30	음료	12.0	0.0	3.0	26.0	2.0	8.0	5.0	0.0
9990004642808	F	30	티 베리에이션	13.0	0.0	3.0	26.0	2.0	8.0	5.0	0.0
9990021215590	F	20	에스프레소 베리에이션	43.0	0.0	0.0	18.0	20.0	31.0	10.0	0.0
9990021215590	F	20	음료	24.0	0.0	0.0	18.0	20.0	31.0	10.0	0.0
9990021215590	F	20	티 베리에이션	12.0	0.0	0.0	18.0	20.0	31.0	10.0	0.0
9990012399052	M	30	에스프레소 베리에이션	121.0	0.0	5.0	34.0	27.0	59.0	46.0	0.0
9990012399052	M	30	음료	30.0	0.0	5.0	34.0	27.0	59.0	46.0	0.0
9990012399052	M	30	티 베리에이션	20.0	0.0	5.0	34.0	27.0	59.0	46.0	0.0
1000000451996	M	30	에스프레소 베리에이션	175.0	1.0	105.0	26.0	25.0	20.0	21.0	4.0
1000000451996	M	30	음료	18.0	1.0	105.0	26.0	25.0	20.0	21.0	4.0
1000000451996	M	30	티 베리에이션	9.0	1.0	105.0	26.0	25.0	20.0	21.0	4.0
9990003495294	F	40	에스프레소 베리에이션	32.0	0.0	2.0	15.0	16.0	4.0	3.0	0.0
9990003495294	F	40	음료	7.0	0.0	2.0	15.0	16.0	4.0	3.0	0.0
9990003495294	F	40	티 베리에이션	1.0	0.0	2.0	15.0	16.0	4.0	3.0	0.0
9990020432373	F	20	에스프레소 베리에이션	42.0	0.0	18.0	15.0	30.0	15.0	3.0	1.0
9990020432373	F	20	음료	25.0	0.0	18.0	15.0	30.0	15.0	3.0	1.0
9990020432373	F	20	티 베리에이션	15.0	0.0	18.0	15.0	30.0	15.0	3.0	1.0
9990020774199	F	20	에스프레소 베리에이션	31.0	0.0	6.0	11.0	13.0	10.0	2.0	0.0
9990020774199	F	20	음료	9.0	0.0	6.0	11.0	13.0	10.0	2.0	0.0
9990020774199	F	20	티 베리에이션	2.0	0.0	6.0	11.0	13.0	10.0	2.0	0.0
1000000723374	F	20	에스프레소 베리에이션	26.0	0.0	0.0	14.0	7.0	8.0	1.0	0.0
1000000723374	F	20	음료	1.0	0.0	0.0	14.0	7.0	8.0	1.0	0.0
1000000723374	F	20	티 베리에이션	3.0	0.0	0.0	14.0	7.0	8.0	1.0	0.0
9990011384195	F	50	에스프레소 베리에이션	117.0	0.0	5.0	85.0	59.0	11.0	2.0	0.0
9990011384195	F	50	음료	10.0	0.0	5.0	85.0	59.0	11.0	2.0	0.0
9990011384195	F	50	티 베리에이션	35.0	0.0	5.0	85.0	59.0	11.0	2.0	0.0
1000002130410	F	60	에스프레소 베리에이션	35.0	0.0	6.0	15.0	15.0	4.0	0.0	0.0
1000002130410	F	60	음료	5.0	0.0	6.0	15.0	15.0	4.0	0.0	0.0
1000000573123	F	20	에스프레소 베리에이션	18.0	0.0	0.0	4.0	6.0	14.0	0.0	4.0
1000000573123	F	20	음료	10.0	0.0	0.0	4.0	6.0	14.0	0.0	4.0
9990005905503	F	30	에스프레소 베리에이션	63.0	0.0	106.0	31.0	42.0	0.0	0.0	0.0
9990005905503	F	30	음료	66.0	0.0	106.0	31.0	42.0	0.0	0.0	0.0
9990005905503	F	30	티 베리에이션	50.0	0.0	106.0	31.0	42.0	0.0	0.0	0.0
9990011120565	F	20	에스프레소 베리에이션	24.0	0.0	9.0	9.0	9.0	2.0	0.0	0.0
9990011120565	F	20	음료	1.0	0.0	9.0	9.0	9.0	2.0	0.0	0.0
9990011120565	F	20	티 베리에이션	4.0	0.0	9.0	9.0	9.0	2.0	0.0	0.0
1000001746660	F	20	에스프레소 베리에이션	10.0	0.0	0.0	0.0	3.0	10.0	5.0	0.0
1000001746660	F	20	음료	3.0	0.0	0.0	0.0	3.0	10.0	5.0	0.0
1000001746660	F	20	티 베리에이션	5.0	0.0	0.0	0.0	3.0	10.0	5.0	0.0
9990004373713	F	40	에스프레소 베리에이션	34.0	0.0	4.0	18.0	20.0	10.0	4.0	0.0
9990004373713	F	40	음료	19.0	0.0	4.0	18.0	20.0	10.0	4.0	0.0
9990004373713	F	40	티 베리에이션	3.0	0.0	4.0	18.0	20.0	10.0	4.0	0.0
1000001008218	F	20	에스프레소 베리에이션	29.0	0.0	0.0	0.0	12.0	28.0	2.0	0.0
1000001008218	F	20	음료	10.0	0.0	0.0	0.0	12.0	28.0	2.0	0.0
1000001008218	F	20	티 베리에이션	3.0	0.0	0.0	0.0	12.0	28.0	2.0	0.0
1000001035332	F	20	에스프레소 베리에이션	27.0	0.0	2.0	9.0	22.0	14.0	7.0	1.0
1000001035332	F	20	음료	14.0	0.0	2.0	9.0	22.0	14.0	7.0	1.0
1000001035332	F	20	티 베리에이션	14.0	0.0	2.0	9.0	22.0	14.0	7.0	1.0
9990001841153	F	40	에스프레소 베리에이션	14.0	0.0	6.0	12.0	5.0	5.0	0.0	0.0
9990001841153	F	40	음료	7.0	0.0	6.0	12.0	5.0	5.0	0.0	0.0
9990001841153	F	40	티 베리에이션	7.0	0.0	6.0	12.0	5.0	5.0	0.0	0.0
9990005191241	F	50	에스프레소 베리에이션	15.0	0.0	2.0	5.0	23.0	5.0	0.0	0.0
9990005191241	F	50	음료	13.0	0.0	2.0	5.0	23.0	5.0	0.0	0.0
9990005191241	F	50	티 베리에이션	7.0	0.0	2.0	5.0	23.0	5.0	0.0	0.0
9990000848155	F	40	에스프레소 베리에이션	45.0	0.0	29.0	19.0	6.0	8.0	1.0	0.0
9990000848155	F	40	음료	14.0	0.0	29.0	19.0	6.0	8.0	1.0	0.0
9990000848155	F	40	티 베리에이션	4.0	0.0	29.0	19.0	6.0	8.0	1.0	0.0
1000000192947	M	30	에스프레소 베리에이션	47.0	0.0	2.0	11.0	29.0	1.0	6.0	0.0
1000000192947	M	30	음료	2.0	0.0	2.0	11.0	29.0	1.0	6.0	0.0
9990000999104	F	30	에스프레소 베리에이션	14.0	0.0	8.0	6.0	0.0	4.0	0.0	0.0
9990000999104	F	30	음료	4.0	0.0	8.0	6.0	0.0	4.0	0.0	0.0
9990017676520	F	50	에스프레소 베리에이션	47.0	18.0	14.0	12.0	16.0	4.0	5.0	0.0
9990017676520	F	50	음료	12.0	18.0	14.0	12.0	16.0	4.0	5.0	0.0
9990017676520	F	50	티 베리에이션	10.0	18.0	14.0	12.0	16.0	4.0	5.0	0.0
9990017262692	M	40	에스프레소 베리에이션	151.0	0.0	47.0	44.0	64.0	31.0	4.0	0.0
9990017262692	M	40	음료	3.0	0.0	47.0	44.0	64.0	31.0	4.0	0.0
9990017262692	M	40	티 베리에이션	36.0	0.0	47.0	44.0	64.0	31.0	4.0	0.0
9990007937155	F	30	에스프레소 베리에이션	144.0	0.0	98.0	42.0	16.0	4.0	0.0	0.0
9990007937155	F	30	음료	13.0	0.0	98.0	42.0	16.0	4.0	0.0	0.0
9990007937155	F	30	티 베리에이션	3.0	0.0	98.0	42.0	16.0	4.0	0.0	0.0
9990005376884	M	40	에스프레소 베리에이션	108.0	1.0	68.0	43.0	29.0	20.0	6.0	0.0
9990005376884	M	40	음료	35.0	1.0	68.0	43.0	29.0	20.0	6.0	0.0
9990005376884	M	40	티 베리에이션	24.0	1.0	68.0	43.0	29.0	20.0	6.0	0.0
9990005138790	F	50	에스프레소 베리에이션	90.0	0.0	2.0	33.0	68.0	11.0	8.0	3.0
9990005138790	F	50	음료	23.0	0.0	2.0	33.0	68.0	11.0	8.0	3.0
9990005138790	F	50	티 베리에이션	12.0	0.0	2.0	33.0	68.0	11.0	8.0	3.0
9990005852903	F	30	에스프레소 베리에이션	13.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0
1000001609918	M	30	에스프레소 베리에이션	100.0	0.0	142.0	16.0	10.0	1.0	2.0	0.0
1000001609918	M	30	음료	49.0	0.0	142.0	16.0	10.0	1.0	2.0	0.0
1000001609918	M	30	티 베리에이션	22.0	0.0	142.0	16.0	10.0	1.0	2.0	0.0
9990017502184	M	30	에스프레소 베리에이션	44.0	0.0	1.0	8.0	24.0	11.0	11.0	1.0
9990017502184	M	30	음료	8.0	0.0	1.0	8.0	24.0	11.0	11.0	1.0
9990017502184	M	30	티 베리에이션	4.0	0.0	1.0	8.0	24.0	11.0	11.0	1.0
1000000041753	F	40	에스프레소 베리에이션	16.0	0.0	12.0	4.0	2.0	2.0	4.0	0.0
1000000041753	F	40	음료	3.0	0.0	12.0	4.0	2.0	2.0	4.0	0.0
1000000041753	F	40	티 베리에이션	5.0	0.0	12.0	4.0	2.0	2.0	4.0	0.0
1000000575702	F	30	에스프레소 베리에이션	15.0	0.0	0.0	43.0	17.0	5.0	2.0	0.0
1000000575702	F	30	음료	12.0	0.0	0.0	43.0	17.0	5.0	2.0	0.0
1000000575702	F	30	티 베리에이션	40.0	0.0	0.0	43.0	17.0	5.0	2.0	0.0
1000000908946	F	30	에스프레소 베리에이션	62.0	0.0	15.0	30.0	14.0	4.0	1.0	0.0
1000000908946	F	30	음료	2.0	0.0	15.0	30.0	14.0	4.0	1.0	0.0
